Year,County Code,County Name,Disposition Code,Type of Disposition,Deaths,Percent
2011,52,Schuyler,2,Cremation,113,55.4%
2011,52,Schuyler,3,Other/Unknown,11,5.4%
2011,53,Seneca,0,Total,299,100.0%
2011,53,Seneca,1,Burial,127,42.5%
2011,53,Seneca,2,Cremation,150,50.2%
2011,53,Seneca,3,Other/Unknown,22,7.4%
2011,54,Steuben,0,Total,942,100.0%
2011,54,Steuben,1,Burial,455,48.3%
2011,54,Steuben,2,Cremation,425,45.1%
2011,54,Steuben,3,Other/Unknown,62,6.6%
2011,55,Suffolk,0,Total,11342,100.0%
2011,55,Suffolk,1,Burial,7134,62.9%
2011,55,Suffolk,2,Cremation,3571,31.5%
2011,55,Suffolk,3,Other/Unknown,637,5.6%
2011,56,Sullivan,0,Total,693,100.0%
2011,56,Sullivan,1,Burial,320,46.2%
2011,56,Sullivan,2,Cremation,334,48.2%
2011,56,Sullivan,3,Other/Unknown,39,5.6%
2011,57,Tioga,0,Total,428,100.0%
2011,57,Tioga,1,Burial,156,36.4%
2011,57,Tioga,2,Cremation,200,46.7%
2011,57,Tioga,3,Other/Unknown,72,16.8%
2011,58,Tompkins,0,Total,627,100.0%
2011,58,Tompkins,1,Burial,209,33.3%
2011,58,Tompkins,2,Cremation,361,57.6%
2011,58,Tompkins,3,Other/Unknown,57,9.1%
2011,59,Ulster,0,Total,1612,100.0%
2011,59,Ulster,1,Burial,760,47.1%
2011,59,Ulster,2,Cremation,779,48.3%
2011,59,Ulster,3,Other/Unknown,73,4.5%
2011,60,Warren,0,Total,622,100.0%
2011,60,Warren,1,Burial,283,45.5%
2011,60,Warren,2,Cremation,294,47.3%
2011,60,Warren,3,Other/Unknown,45,7.2%
2011,61,Washington,0,Total,605,100.0%
2011,61,Washington,1,Burial,254,42.0%
2011,61,Washington,2,Cremation,264,43.6%
2011,61,Washington,3,Other/Unknown,87,14.4%
2011,62,Wayne,0,Total,830,100.0%
2011,62,Wayne,1,Burial,397,47.8%
2011,62,Wayne,2,Cremation,394,47.5%
2011,62,Wayne,3,Other/Unknown,39,4.7%
2011,63,Westchester,0,Total,6971,100.0%
2011,63,Westchester,1,Burial,4019,57.7%
2011,63,Westchester,2,Cremation,2136,30.6%
2011,63,Westchester,3,Other/Unknown,816,11.7%
2011,64,Wyoming,0,Total,353,100.0%
2011,64,Wyoming,1,Burial,173,49.0%
2011,64,Wyoming,2,Cremation,157,44.5%
2011,64,Wyoming,3,Other/Unknown,23,6.5%
2011,65,Yates,0,Total,242,100.0%
2011,65,Yates,1,Burial,93,38.4%
2011,65,Yates,2,Cremation,130,53.7%
2011,65,Yates,3,Other/Unknown,19,7.9%
2012,1,New York State,0,Total,147390,100.0%
2012,1,New York State,1,Burial,83211,56.5%
2012,1,New York State,2,Cremation,54007,36.6%
2012,1,New York State,3,Other/Unknown,10172,6.9%
2012,2,New York City,0,Total,50938,100.0%
2012,2,New York City,1,Burial,33263,65.3%
2012,2,New York City,2,Cremation,15762,30.9%
2012,2,New York City,3,Other/Unknown,1913,3.8%
2012,3,Bronx,0,Total,8900,100.0%
2012,3,Bronx,1,Burial,5498,61.8%
2012,3,Bronx,2,Cremation,3031,34.1%
2012,3,Bronx,3,Other/Unknown,371,4.2%
2012,4,Kings,0,Total,15279,100.0%
2012,4,Kings,1,Burial,10991,71.9%
2012,4,Kings,2,Cremation,3821,25.0%
2012,4,Kings,3,Other/Unknown,467,3.1%
2012,5,New York,0,Total,9470,100.0%
2012,5,New York,1,Burial,5264,55.6%
2012,5,New York,2,Cremation,3939,41.6%
2012,5,New York,3,Other/Unknown,267,2.8%
2012,6,Queens,0,Total,13935,100.0%
2012,6,Queens,1,Burial,9409,67.5%
2012,6,Queens,2,Cremation,3911,28.1%
2012,6,Queens,3,Other/Unknown,615,4.4%
2012,7,Richmond,0,Total,3354,100.0%
2012,7,Richmond,1,Burial,2101,62.6%
2012,7,Richmond,2,Cremation,1060,31.6%
2012,7,Richmond,3,Other/Unknown,193,5.8%
2012,8,Rest of State,0,Total,96452,100.0%
2012,8,Rest of State,1,Burial,49948,51.8%
2012,8,Rest of State,2,Cremation,38245,39.7%
2012,8,Rest of State,3,Other/Unknown,8259,8.6%
2012,9,Albany,0,Total,2714,100.0%
2012,9,Albany,1,Burial,1567,57.7%
2012,9,Albany,2,Cremation,970,35.7%
2012,9,Albany,3,Other/Unknown,177,6.5%
2012,10,Allegany,0,Total,473,100.0%
2012,10,Allegany,1,Burial,212,44.8%
2012,10,Allegany,2,Cremation,240,50.7%
2012,10,Allegany,3,Other/Unknown,21,4.4%
2012,11,Broome,0,Total,2050,100.0%
2012,11,Broome,1,Burial,920,44.9%
2012,11,Broome,2,Cremation,906,44.2%
2012,11,Broome,3,Other/Unknown,224,10.9%
2012,12,Cattaraugus,0,Total,777,100.0%
2012,12,Cattaraugus,1,Burial,355,45.7%
2012,12,Cattaraugus,2,Cremation,373,48.0%
2012,12,Cattaraugus,3,Other/Unknown,49,6.3%
2012,13,Cayuga,0,Total,779,100.0%
2012,13,Cayuga,1,Burial,390,50.1%
2012,13,Cayuga,2,Cremation,326,41.8%
2012,13,Cayuga,3,Other/Unknown,63,8.1%
2012,14,Chautauqua,0,Total,1394,100.0%
2012,14,Chautauqua,1,Burial,635,45.6%
2012,14,Chautauqua,2,Cremation,550,39.5%
2012,14,Chautauqua,3,Other/Unknown,209,15.0%
2012,15,Chemung,0,Total,947,100.0%
2012,15,Chemung,1,Burial,493,52.1%
2012,15,Chemung,2,Cremation,413,43.6%
2012,15,Chemung,3,Other/Unknown,41,4.3%
2012,16,Chenango,0,Total,551,100.0%
2012,16,Chenango,1,Burial,252,45.7%
2012,16,Chenango,2,Cremation,265,48.1%
2012,16,Chenango,3,Other/Unknown,34,6.2%
2012,17,Clinton,0,Total,721,100.0%
2012,17,Clinton,1,Burial,325,45.1%
2012,17,Clinton,2,Cremation,322,44.7%
2012,17,Clinton,3,Other/Unknown,74,10.3%
2012,18,Columbia,0,Total,636,100.0%
2012,18,Columbia,1,Burial,277,43.6%
2012,18,Columbia,2,Cremation,315,49.5%
2012,18,Columbia,3,Other/Unknown,44,6.9%
2012,19,Cortland,0,Total,464,100.0%
2012,19,Cortland,1,Burial,216,46.6%
2012,19,Cortland,2,Cremation,230,49.6%
2012,19,Cortland,3,Other/Unknown,18,3.9%
2012,20,Delaware,0,Total,556,100.0%
2012,20,Delaware,1,Burial,225,40.5%
2012,20,Delaware,2,Cremation,305,54.9%
2012,20,Delaware,3,Other/Unknown,26,4.7%
2012,21,Dutchess,0,Total,2327,100.0%
2012,21,Dutchess,1,Burial,1093,47.0%
2012,21,Dutchess,2,Cremation,980,42.1%
2012,21,Dutchess,3,Other/Unknown,254,10.9%
2012,22,Erie,0,Total,9315,100.0%
2012,22,Erie,1,Burial,3886,41.7%
2012,22,Erie,2,Cremation,4408,47.3%
2012,22,Erie,3,Other/Unknown,1021,11.0%
2012,23,Essex,0,Total,453,100.0%
2012,23,Essex,1,Burial,155,34.2%
2012,23,Essex,2,Cremation,255,56.3%
2012,23,Essex,3,Other/Unknown,43,9.5%
2012,24,Franklin,0,Total,439,100.0%
2012,24,Franklin,1,Burial,191,43.5%
2012,24,Franklin,2,Cremation,200,45.6%
2012,24,Franklin,3,Other/Unknown,48,10.9%
2012,25,Fulton,0,Total,644,100.0%
2012,25,Fulton,1,Burial,314,48.8%
2012,25,Fulton,2,Cremation,297,46.1%
2012,25,Fulton,3,Other/Unknown,33,5.1%
2012,26,Genesee,0,Total,602,100.0%
2012,26,Genesee,1,Burial,317,52.7%
2012,26,Genesee,2,Cremation,236,39.2%
2012,26,Genesee,3,Other/Unknown,49,8.1%
2012,27,Greene,0,Total,461,100.0%
2012,27,Greene,1,Burial,207,44.9%
2012,27,Greene,2,Cremation,227,49.2%
2012,27,Greene,3,Other/Unknown,27,5.9%
2012,28,Hamilton,0,Total,57,100.0%
2012,28,Hamilton,1,Burial,20,35.1%
2012,28,Hamilton,2,Cremation,31,54.4%
2012,28,Hamilton,3,Other/Unknown,6,10.5%
2012,29,Herkimer,0,Total,665,100.0%
2012,29,Herkimer,1,Burial,306,46.0%
2012,29,Herkimer,2,Cremation,285,42.9%
2012,29,Herkimer,3,Other/Unknown,74,11.1%
2012,30,Jefferson,0,Total,826,100.0%
2012,30,Jefferson,1,Burial,346,41.9%
2012,30,Jefferson,2,Cremation,434,52.5%
2012,30,Jefferson,3,Other/Unknown,46,5.6%
2012,31,Lewis,0,Total,233,100.0%
2012,31,Lewis,1,Burial,126,54.1%
2012,31,Lewis,2,Cremation,95,40.8%
2012,31,Lewis,3,Other/Unknown,12,5.2%
2012,32,Livingston,0,Total,528,100.0%
2012,32,Livingston,1,Burial,240,45.5%
2012,32,Livingston,2,Cremation,268,50.8%
2012,32,Livingston,3,Other/Unknown,20,3.8%
2012,33,Madison,0,Total,630,100.0%
2012,33,Madison,1,Burial,305,48.4%
2012,33,Madison,2,Cremation,297,47.1%
2012,33,Madison,3,Other/Unknown,28,4.4%
2012,34,Monroe,0,Total,6406,100.0%
2012,34,Monroe,1,Burial,2843,44.4%
2012,34,Monroe,2,Cremation,2951,46.1%
2012,34,Monroe,3,Other/Unknown,612,9.6%
2012,35,Montgomery,0,Total,603,100.0%
2012,35,Montgomery,1,Burial,339,56.2%
2012,35,Montgomery,2,Cremation,231,38.3%
2012,35,Montgomery,3,Other/Unknown,33,5.5%
2012,36,Nassau,0,Total,10967,100.0%
2012,36,Nassau,1,Burial,7518,68.6%
2012,36,Nassau,2,Cremation,2614,23.8%
2012,36,Nassau,3,Other/Unknown,835,7.6%
2012,37,Niagara,0,Total,2265,100.0%
2012,37,Niagara,1,Burial,997,44.0%
2012,37,Niagara,2,Cremation,1004,44.3%
2012,37,Niagara,3,Other/Unknown,264,11.7%
2012,38,Oneida,0,Total,2509,100.0%
2012,38,Oneida,1,Burial,1466,58.4%
2012,38,Oneida,2,Cremation,866,34.5%
2012,38,Oneida,3,Other/Unknown,177,7.1%
2012,39,Onondaga,0,Total,4132,100.0%
2012,39,Onondaga,1,Burial,1970,47.7%
2012,39,Onondaga,2,Cremation,1665,40.3%
2012,39,Onondaga,3,Other/Unknown,497,12.0%
2012,40,Ontario,0,Total,1027,100.0%
2012,40,Ontario,1,Burial,404,39.3%
2012,40,Ontario,2,Cremation,562,54.7%
2012,40,Ontario,3,Other/Unknown,61,5.9%
2012,41,Orange,0,Total,2470,100.0%
2012,41,Orange,1,Burial,1189,48.1%
2012,41,Orange,2,Cremation,1113,45.1%
2012,41,Orange,3,Other/Unknown,168,6.8%
2012,42,Orleans,0,Total,425,100.0%
2012,42,Orleans,1,Burial,186,43.8%
2012,42,Orleans,2,Cremation,222,52.2%
2012,42,Orleans,3,Other/Unknown,17,4.0%
2012,43,Oswego,0,Total,1057,100.0%
2012,43,Oswego,1,Burial,469,44.4%
2012,43,Oswego,2,Cremation,527,49.9%
2012,43,Oswego,3,Other/Unknown,61,5.8%
2012,44,Otsego,0,Total,603,100.0%
2012,44,Otsego,1,Burial,212,35.2%
2012,44,Otsego,2,Cremation,354,58.7%
2012,44,Otsego,3,Other/Unknown,37,6.1%
2012,45,Putnam,0,Total,677,100.0%
2012,45,Putnam,1,Burial,314,46.4%
2012,45,Putnam,2,Cremation,273,40.3%
2012,45,Putnam,3,Other/Unknown,90,13.3%
2012,46,Rensselaer,0,Total,1503,100.0%
2012,46,Rensselaer,1,Burial,843,56.1%
2012,46,Rensselaer,2,Cremation,536,35.7%
2012,46,Rensselaer,3,Other/Unknown,124,8.3%
2012,47,Rockland,0,Total,2101,100.0%
2012,47,Rockland,1,Burial,1330,63.3%
2012,47,Rockland,2,Cremation,537,25.6%
2012,47,Rockland,3,Other/Unknown,234,11.1%
2012,48,St Lawrence,0,Total,1031,100.0%
2012,48,St Lawrence,1,Burial,490,47.5%
2012,48,St Lawrence,2,Cremation,450,43.6%
2012,48,St Lawrence,3,Other/Unknown,91,8.8%
2012,49,Saratoga,0,Total,1661,100.0%
2012,49,Saratoga,1,Burial,798,48.0%
2012,49,Saratoga,2,Cremation,749,45.1%
2012,49,Saratoga,3,Other/Unknown,114,6.9%
2012,50,Schenectady,0,Total,1504,100.0%
2012,50,Schenectady,1,Burial,773,51.4%
2012,50,Schenectady,2,Cremation,595,39.6%
2012,50,Schenectady,3,Other/Unknown,136,9.0%
2012,51,Schoharie,0,Total,243,100.0%
2012,51,Schoharie,1,Burial,96,39.5%
2012,51,Schoharie,2,Cremation,131,53.9%
2012,51,Schoharie,3,Other/Unknown,16,6.6%
2012,52,Schuyler,0,Total,189,100.0%
2012,52,Schuyler,1,Burial,68,36.0%
2012,52,Schuyler,2,Cremation,111,58.7%
2012,52,Schuyler,3,Other/Unknown,10,5.3%
2012,53,Seneca,0,Total,343,100.0%
2012,53,Seneca,1,Burial,148,43.1%
2012,53,Seneca,2,Cremation,184,53.6%
2012,53,Seneca,3,Other/Unknown,11,3.2%
2012,54,Steuben,0,Total,957,100.0%
2012,54,Steuben,1,Burial,463,48.4%
2012,54,Steuben,2,Cremation,427,44.6%
2012,54,Steuben,3,Other/Unknown,67,7.0%
2012,55,Suffolk,0,Total,11527,100.0%
2012,55,Suffolk,1,Burial,7135,61.9%
2012,55,Suffolk,2,Cremation,3729,32.4%
2012,55,Suffolk,3,Other/Unknown,663,5.8%
2012,56,Sullivan,0,Total,755,100.0%
2012,56,Sullivan,1,Burial,345,45.7%
2012,56,Sullivan,2,Cremation,341,45.2%
2012,56,Sullivan,3,Other/Unknown,69,9.1%
2012,57,Tioga,0,Total,461,100.0%
2012,57,Tioga,1,Burial,159,34.5%
2012,57,Tioga,2,Cremation,218,47.3%
2012,57,Tioga,3,Other/Unknown,84,18.2%
2012,58,Tompkins,0,Total,683,100.0%
2012,58,Tompkins,1,Burial,225,32.9%
2012,58,Tompkins,2,Cremation,406,59.4%
2012,58,Tompkins,3,Other/Unknown,52,7.6%
2012,59,Ulster,0,Total,1514,100.0%
2012,59,Ulster,1,Burial,725,47.9%
2012,59,Ulster,2,Cremation,714,47.2%
2012,59,Ulster,3,Other/Unknown,75,5.0%
2012,60,Warren,0,Total,648,100.0%
2012,60,Warren,1,Burial,267,41.2%
2012,60,Warren,2,Cremation,344,53.1%
2012,60,Warren,3,Other/Unknown,37,5.7%
2012,61,Washington,0,Total,612,100.0%
2012,61,Washington,1,Burial,255,41.7%
2012,61,Washington,2,Cremation,289,47.2%
2012,61,Washington,3,Other/Unknown,68,11.1%
2012,62,Wayne,0,Total,824,100.0%
2012,62,Wayne,1,Burial,336,40.8%
2012,62,Wayne,2,Cremation,442,53.6%
2012,62,Wayne,3,Other/Unknown,46,5.6%
2012,63,Westchester,0,Total,6861,100.0%
2012,63,Westchester,1,Burial,3929,57.3%
2012,63,Westchester,2,Cremation,2098,30.6%
2012,63,Westchester,3,Other/Unknown,834,12.2%
2012,64,Wyoming,0,Total,373,100.0%
2012,64,Wyoming,1,Burial,171,45.8%
2012,64,Wyoming,2,Cremation,177,47.5%
2012,64,Wyoming,3,Other/Unknown,25,6.7%
2012,65,Yates,0,Total,279,100.0%
2012,65,Yates,1,Burial,112,40.1%
2012,65,Yates,2,Cremation,157,56.3%
2012,65,Yates,3,Other/Unknown,10,3.6%
2013,1,New York State,0,Total,147445,100.0%
2013,1,New York State,1,Burial,80815,54.8%
2013,1,New York State,2,Cremation,56870,38.6%
2013,1,New York State,3,Other/Unknown,9760,6.6%
2013,2,New York City,0,Total,51825,100.0%
2013,2,New York City,1,Burial,32312,62.3%
2013,2,New York City,2,Cremation,16737,32.3%
2013,2,New York City,3,Other/Unknown,2776,5.4%
2013,3,Bronx,0,Total,9078,100.0%
2013,3,Bronx,1,Burial,5240,57.7%
2013,3,Bronx,2,Cremation,3233,35.6%
2013,3,Bronx,3,Other/Unknown,605,6.7%
2013,4,Kings,0,Total,15570,100.0%
2013,4,Kings,1,Burial,10925,70.2%
2013,4,Kings,2,Cremation,4012,25.8%
2013,4,Kings,3,Other/Unknown,633,4.1%
2013,5,New York,0,Total,9768,100.0%
2013,5,New York,1,Burial,5011,51.3%
2013,5,New York,2,Cremation,4291,43.9%
2013,5,New York,3,Other/Unknown,466,4.8%
2013,6,Queens,0,Total,13876,100.0%
2013,6,Queens,1,Burial,8957,64.6%
2013,6,Queens,2,Cremation,4113,29.6%
2013,6,Queens,3,Other/Unknown,806,5.8%
2013,7,Richmond,0,Total,3533,100.0%
2013,7,Richmond,1,Burial,2179,61.7%
2013,7,Richmond,2,Cremation,1088,30.8%
2013,7,Richmond,3,Other/Unknown,266,7.5%
2013,8,Rest of State,0,Total,95620,100.0%
2013,8,Rest of State,1,Burial,48503,50.7%
2013,8,Rest of State,2,Cremation,40133,42.0%
2013,8,Rest of State,3,Other/Unknown,6984,7.3%
2013,9,Albany,0,Total,2620,100.0%
2013,9,Albany,1,Burial,1463,55.8%
2013,9,Albany,2,Cremation,973,37.1%
2013,9,Albany,3,Other/Unknown,184,7.0%
2013,10,Allegany,0,Total,461,100.0%
2013,10,Allegany,1,Burial,226,49.0%
2013,10,Allegany,2,Cremation,224,48.6%
2013,10,Allegany,3,Other/Unknown,11,2.4%
2013,11,Broome,0,Total,2096,100.0%
2013,11,Broome,1,Burial,942,44.9%
2013,11,Broome,2,Cremation,926,44.2%
2013,11,Broome,3,Other/Unknown,228,10.9%
2013,12,Cattaraugus,0,Total,781,100.0%
2013,12,Cattaraugus,1,Burial,392,50.2%
2013,12,Cattaraugus,2,Cremation,365,46.7%
2013,12,Cattaraugus,3,Other/Unknown,24,3.1%
2013,13,Cayuga,0,Total,700,100.0%
2013,13,Cayuga,1,Burial,312,44.6%
2013,13,Cayuga,2,Cremation,316,45.1%
2013,13,Cayuga,3,Other/Unknown,72,10.3%
2013,14,Chautauqua,0,Total,1308,100.0%
2013,14,Chautauqua,1,Burial,635,48.5%
2013,14,Chautauqua,2,Cremation,582,44.5%
2013,14,Chautauqua,3,Other/Unknown,91,7.0%
2013,15,Chemung,0,Total,828,100.0%
2013,15,Chemung,1,Burial,377,45.5%
2013,15,Chemung,2,Cremation,440,53.1%
2013,15,Chemung,3,Other/Unknown,11,1.3%
2013,16,Chenango,0,Total,535,100.0%
2013,16,Chenango,1,Burial,221,41.3%
2013,16,Chenango,2,Cremation,288,53.8%
2013,16,Chenango,3,Other/Unknown,26,4.9%
2013,17,Clinton,0,Total,661,100.0%
2013,17,Clinton,1,Burial,267,40.4%
2013,17,Clinton,2,Cremation,354,53.6%
2013,17,Clinton,3,Other/Unknown,40,6.1%
2013,18,Columbia,0,Total,654,100.0%
2013,18,Columbia,1,Burial,281,43.0%
2013,18,Columbia,2,Cremation,319,48.8%
2013,18,Columbia,3,Other/Unknown,54,8.3%
2013,19,Cortland,0,Total,429,100.0%
2013,19,Cortland,1,Burial,171,39.9%
2013,19,Cortland,2,Cremation,239,55.7%
2013,19,Cortland,3,Other/Unknown,19,4.4%
2013,20,Delaware,0,Total,534,100.0%
2013,20,Delaware,1,Burial,210,39.3%
2013,20,Delaware,2,Cremation,309,57.9%
2013,20,Delaware,3,Other/Unknown,15,2.8%
2013,21,Dutchess,0,Total,2336,100.0%
2013,21,Dutchess,1,Burial,1011,43.3%
2013,21,Dutchess,2,Cremation,1122,48.0%
2013,21,Dutchess,3,Other/Unknown,203,8.7%
2013,22,Erie,0,Total,9626,100.0%
2013,22,Erie,1,Burial,3945,41.0%
2013,22,Erie,2,Cremation,4687,48.7%
2013,22,Erie,3,Other/Unknown,994,10.3%
2013,23,Essex,0,Total,402,100.0%
2013,23,Essex,1,Burial,153,38.1%
2013,23,Essex,2,Cremation,241,60.0%
2013,23,Essex,3,Other/Unknown,8,2.0%
2013,24,Franklin,0,Total,374,100.0%
2013,24,Franklin,1,Burial,150,40.1%
2013,24,Franklin,2,Cremation,216,57.8%
2013,24,Franklin,3,Other/Unknown,8,2.1%
2013,25,Fulton,0,Total,589,100.0%
2013,25,Fulton,1,Burial,253,43.0%
2013,25,Fulton,2,Cremation,298,50.6%
2013,25,Fulton,3,Other/Unknown,38,6.5%
2013,26,Genesee,0,Total,612,100.0%
2013,26,Genesee,1,Burial,259,42.3%
2013,26,Genesee,2,Cremation,294,48.0%
2013,26,Genesee,3,Other/Unknown,59,9.6%
2013,27,Greene,0,Total,478,100.0%
2013,27,Greene,1,Burial,208,43.5%
2013,27,Greene,2,Cremation,245,51.3%
2013,27,Greene,3,Other/Unknown,25,5.2%
2013,28,Hamilton,0,Total,67,100.0%
2013,28,Hamilton,1,Burial,19,28.4%
2013,28,Hamilton,2,Cremation,39,58.2%
2013,28,Hamilton,3,Other/Unknown,9,13.4%
2013,29,Herkimer,0,Total,666,100.0%
2013,29,Herkimer,1,Burial,276,41.4%
2013,29,Herkimer,2,Cremation,313,47.0%
2013,29,Herkimer,3,Other/Unknown,77,11.6%
2013,30,Jefferson,0,Total,872,100.0%
2013,30,Jefferson,1,Burial,329,37.7%
2013,30,Jefferson,2,Cremation,500,57.3%
2013,30,Jefferson,3,Other/Unknown,43,4.9%
2013,31,Lewis,0,Total,227,100.0%
2013,31,Lewis,1,Burial,121,53.3%
2013,31,Lewis,2,Cremation,91,40.1%
2013,31,Lewis,3,Other/Unknown,15,6.6%
2013,32,Livingston,0,Total,541,100.0%
2013,32,Livingston,1,Burial,219,40.5%
2013,32,Livingston,2,Cremation,303,56.0%
2013,32,Livingston,3,Other/Unknown,19,3.5%
2013,33,Madison,0,Total,577,100.0%
2013,33,Madison,1,Burial,249,43.2%
2013,33,Madison,2,Cremation,300,52.0%
2013,33,Madison,3,Other/Unknown,28,4.9%
2013,34,Monroe,0,Total,6265,100.0%
2013,34,Monroe,1,Burial,2684,42.8%
2013,34,Monroe,2,Cremation,2989,47.7%
2013,34,Monroe,3,Other/Unknown,592,9.4%
2013,35,Montgomery,0,Total,592,100.0%
2013,35,Montgomery,1,Burial,307,51.9%
2013,35,Montgomery,2,Cremation,247,41.7%
2013,35,Montgomery,3,Other/Unknown,38,6.4%
2013,36,Nassau,0,Total,10586,100.0%
2013,36,Nassau,1,Burial,7277,68.7%
2013,36,Nassau,2,Cremation,2657,25.1%
2013,36,Nassau,3,Other/Unknown,652,6.2%
2013,37,Niagara,0,Total,2401,100.0%
2013,37,Niagara,1,Burial,1041,43.4%
2013,37,Niagara,2,Cremation,1069,44.5%
2013,37,Niagara,3,Other/Unknown,291,12.1%
2013,38,Oneida,0,Total,2440,100.0%
2013,38,Oneida,1,Burial,1314,53.9%
2013,38,Oneida,2,Cremation,951,39.0%
2013,38,Oneida,3,Other/Unknown,175,7.2%
2013,39,Onondaga,0,Total,4065,100.0%
2013,39,Onondaga,1,Burial,1970,48.5%
2013,39,Onondaga,2,Cremation,1655,40.7%
2013,39,Onondaga,3,Other/Unknown,440,10.8%
2013,40,Ontario,0,Total,1005,100.0%
2013,40,Ontario,1,Burial,369,36.7%
2013,40,Ontario,2,Cremation,586,58.3%
2013,40,Ontario,3,Other/Unknown,50,5.0%
2013,41,Orange,0,Total,2557,100.0%
2013,41,Orange,1,Burial,1316,51.5%
2013,41,Orange,2,Cremation,1149,44.9%
2013,41,Orange,3,Other/Unknown,92,3.6%
2013,42,Orleans,0,Total,440,100.0%
2013,42,Orleans,1,Burial,194,44.1%
2013,42,Orleans,2,Cremation,231,52.5%
2013,42,Orleans,3,Other/Unknown,15,3.4%
2013,43,Oswego,0,Total,1073,100.0%
2013,43,Oswego,1,Burial,410,38.2%
2013,43,Oswego,2,Cremation,596,55.5%
2013,43,Oswego,3,Other/Unknown,67,6.2%
2013,44,Otsego,0,Total,579,100.0%
2013,44,Otsego,1,Burial,169,29.2%
2013,44,Otsego,2,Cremation,376,64.9%
2013,44,Otsego,3,Other/Unknown,34,5.9%
2013,45,Putnam,0,Total,666,100.0%
2013,45,Putnam,1,Burial,306,45.9%
2013,45,Putnam,2,Cremation,290,43.5%
2013,45,Putnam,3,Other/Unknown,70,10.5%
2013,46,Rensselaer,0,Total,1441,100.0%
2013,46,Rensselaer,1,Burial,784,54.4%
2013,46,Rensselaer,2,Cremation,563,39.1%
2013,46,Rensselaer,3,Other/Unknown,94,6.5%
2013,47,Rockland,0,Total,2004,100.0%
2013,47,Rockland,1,Burial,1333,66.5%
2013,47,Rockland,2,Cremation,564,28.1%
2013,47,Rockland,3,Other/Unknown,107,5.3%
2013,48,St Lawrence,0,Total,970,100.0%
2013,48,St Lawrence,1,Burial,458,47.2%
2013,48,St Lawrence,2,Cremation,458,47.2%
2013,48,St Lawrence,3,Other/Unknown,54,5.6%
2013,49,Saratoga,0,Total,1707,100.0%
2013,49,Saratoga,1,Burial,797,46.7%
2013,49,Saratoga,2,Cremation,815,47.7%
2013,49,Saratoga,3,Other/Unknown,95,5.6%
2013,50,Schenectady,0,Total,1555,100.0%
2013,50,Schenectady,1,Burial,821,52.8%
2013,50,Schenectady,2,Cremation,605,38.9%
2013,50,Schenectady,3,Other/Unknown,129,8.3%
2013,51,Schoharie,0,Total,292,100.0%
2013,51,Schoharie,1,Burial,106,36.3%
2013,51,Schoharie,2,Cremation,172,58.9%
2013,51,Schoharie,3,Other/Unknown,14,4.8%
2013,52,Schuyler,0,Total,176,100.0%
2013,52,Schuyler,1,Burial,68,38.6%
2013,52,Schuyler,2,Cremation,103,58.5%
2013,52,Schuyler,3,Other/Unknown,5,2.8%
2013,53,Seneca,0,Total,314,100.0%
2013,53,Seneca,1,Burial,140,44.6%
2013,53,Seneca,2,Cremation,163,51.9%
2013,53,Seneca,3,Other/Unknown,11,3.5%
2013,54,Steuben,0,Total,924,100.0%
2013,54,Steuben,1,Burial,412,44.6%
2013,54,Steuben,2,Cremation,482,52.2%
2013,54,Steuben,3,Other/Unknown,30,3.2%
2013,55,Suffolk,0,Total,11546,100.0%
2013,55,Suffolk,1,Burial,7065,61.2%
2013,55,Suffolk,2,Cremation,3881,33.6%
2013,55,Suffolk,3,Other/Unknown,600,5.2%
2013,56,Sullivan,0,Total,696,100.0%
2013,56,Sullivan,1,Burial,332,47.7%
2013,56,Sullivan,2,Cremation,351,50.4%
2013,56,Sullivan,3,Other/Unknown,13,1.9%
2013,57,Tioga,0,Total,349,100.0%
2013,57,Tioga,1,Burial,134,38.4%
2013,57,Tioga,2,Cremation,198,56.7%
2013,57,Tioga,3,Other/Unknown,17,4.9%
2013,58,Tompkins,0,Total,665,100.0%
2013,58,Tompkins,1,Burial,210,31.6%
2013,58,Tompkins,2,Cremation,426,64.1%
2013,58,Tompkins,3,Other/Unknown,29,4.4%
2013,59,Ulster,0,Total,1661,100.0%
2013,59,Ulster,1,Burial,773,46.5%
2013,59,Ulster,2,Cremation,820,49.4%
2013,59,Ulster,3,Other/Unknown,68,4.1%
2013,60,Warren,0,Total,669,100.0%
2013,60,Warren,1,Burial,282,42.2%
2013,60,Warren,2,Cremation,353,52.8%
2013,60,Warren,3,Other/Unknown,34,5.1%
2013,61,Washington,0,Total,562,100.0%
2013,61,Washington,1,Burial,239,42.5%
2013,61,Washington,2,Cremation,279,49.6%
2013,61,Washington,3,Other/Unknown,44,7.8%
2013,62,Wayne,0,Total,819,100.0%
2013,62,Wayne,1,Burial,344,42.0%
2013,62,Wayne,2,Cremation,440,53.7%
2013,62,Wayne,3,Other/Unknown,35,4.3%
2013,63,Westchester,0,Total,7015,100.0%
2013,63,Westchester,1,Burial,3890,55.5%
2013,63,Westchester,2,Cremation,2366,33.7%
2013,63,Westchester,3,Other/Unknown,759,10.8%
2013,64,Wyoming,0,Total,366,100.0%
2013,64,Wyoming,1,Burial,167,45.6%
2013,64,Wyoming,2,Cremation,178,48.6%
2013,64,Wyoming,3,Other/Unknown,21,5.7%
2013,65,Yates,0,Total,246,100.0%
2013,65,Yates,1,Burial,102,41.5%
